ID,City A,City B,Distance,Time of Day,Weather,Traffic,Road Quality,Driver Experience,deliver_time
382,Constanta,Resita,731,673,Snow,253.95721139382843,895,20,693
383,Ramnicu Valcea,Oradea,420,586,Fog,84.8771831423868,126,25,425
384,Tulcea,Satu Mare,927,898,Snow,491.93779678739924,289,12,888
385,Deva,Cluj-Napoca,177,1057,Snow,916.754934245356,694,1,228
386,Targoviste,Drobeta-Turnu Severin,297,163,Rain,606.4976210342513,527,15,313
387,Oradea,Ploiesti,530,451,Clear,395.4325601312454,664,34,499
388,Ramnicu Valcea,Slatina,88,1019,Snow,557.8641477535972,566,4,140
389,Timisoara,Baia Mare,372,1232,Rain,180.9953181767292,211,38,372
390,Ramnicu Valcea,Cluj-Napoca,277,1422,Clear,101.09769936391999,138,4,299
391,Vaslui,Bucuresti,344,924,Clear,828.027292968271,537,22,357
392,Craiova,Focsani,438,1016,Rain,157.85353565680217,294,14,436
393,Resita,Hunedoara,136,98,Rain,34.85204514216234,592,32,140
394,Vaslui,Baia Mare,454,1080,Snow,469.3932658690757,881,20,454
395,Roman,Ramnicu Valcea,531,150,Snow,977.062655164417,678,25,532
396,Targu Mures,Alba Iulia,132,128,Snow,171.03547643352013,96,16,166
397,Buzau,Roman,236,730,Rain,674.7749530252959,176,36,261
398,Constanta,Bacau,391,1416,Snow,251.58688317388166,722,37,387
399,Suceava,Pitesti,577,845,Rain,313.66118099413364,448,9,564
400,Buzau,Iasi,291,779,Fog,269.7256235679587,5,17,328
401,Galati,Arad,706,915,Fog,970.446475380553,245,1,721
402,Tulcea,Resita,801,351,Fog,283.729177418484,772,21,758
403,Bacau,Iasi,128,661,Snow,19.93157449777394,177,1,163
404,Drobeta-Turnu Severin,Arad,262,17,Rain,44.274051571919884,17,28,266
405,Targoviste,Alba Iulia,300,576,Snow,540.594777847187,504,38,312
406,Barlad,Pitesti,406,271,Rain,139.22062880404474,644,36,388
407,Deva,Ramnicu Valcea,230,48,Clear,485.65261257949345,490,33,238
408,Targu Mures,Botosani,321,603,Clear,995.6258109258769,715,21,339
409,Targu Mures,Pitesti,274,1107,Clear,663.8584838492026,275,5,310
410,Targu Mures,Satu Mare,281,1097,Clear,442.7099395582159,63,8,307
411,Suceava,Sibiu,384,94,Clear,593.3749855639295,525,2,391
412,Vaslui,Timisoara,661,904,Rain,825.6863406874081,777,37,637
413,Iasi,Bacau,128,1133,Snow,286.13504435016466,213,16,170
414,Arad,Barlad,682,872,Snow,127.49683785138754,17,27,660
415,Satu Mare,Drobeta-Turnu Severin,515,999,Snow,726.4493407231984,780,39,509
416,Barlad,Vaslui,53,643,Snow,264.1748799254237,315,38,83
417,Focsani,Roman,151,1327,Fog,519.4264646806037,202,16,203
418,Roman,Bucuresti,355,582,Snow,199.34798647648554,72,23,370
419,Bucuresti,Craiova,234,210,Fog,907.3716521000657,127,12,282
420,Slatina,Roman,533,751,Snow,616.6857485640849,337,36,525
421,Focsani,Oradea,563,1094,Snow,252.31835210950982,117,27,553
422,Constanta,Pitesti,345,130,Rain,966.9114199264325,194,31,367
423,Galati,Craiova,490,967,Snow,721.3137608328445,420,18,503
424,Roman,Suceava,105,1105,Rain,223.93964576204283,638,25,127
425,Targoviste,Buzau,130,461,Fog,428.5528129487013,197,3,184
426,Botosani,Braila,355,40,Snow,152.4406835011908,171,38,350
427,Drobeta-Turnu Severin,Galati,582,1031,Clear,130.36768559640922,707,14,553
428,Arad,Resita,159,881,Rain,513.6579760976061,379,32,184
429,Hunedoara,Targoviste,349,8,Clear,279.86018329419494,689,17,343
430,Galati,Vaslui,155,559,Fog,218.26688458089737,37,32,191
431,Galati,Arad,706,536,Fog,253.62199679046725,736,4,685
432,Bacau,Baia Mare,413,734,Snow,247.10002820204778,306,37,410
433,Roman,Arad,613,755,Snow,504.3611063092406,904,1,606
434,Bucuresti,Timisoara,537,1224,Fog,768.9756611422267,729,39,537
435,Slatina,Constanta,406,306,Fog,813.3063188932978,919,7,428
436,Braila,Satu Mare,679,431,Clear,157.36249513172106,761,39,622
437,Ramnicu Valcea,Bucuresti,177,52,Clear,738.9935145897083,818,37,188
438,Tulcea,Braila,104,139,Fog,581.7970517571662,956,5,144
439,Roman,Arad,613,227,Clear,594.2612825433305,374,11,600
440,Alba Iulia,Ramnicu Valcea,180,853,Fog,315.606356260824,290,1,227
441,Suceava,Iasi,145,808,Clear,83.60161883926598,813,15,151
442,Craiova,Ploiesti,245,389,Fog,633.2945081321964,553,19,274
443,Galati,Ploiesti,209,255,Clear,176.12614421323659,259,18,221
444,Ploiesti,Tulcea,365,461,Rain,447.56013611078095,715,30,360
445,Botosani,Resita,653,132,Fog,778.3916425433356,994,8,643
446,Drobeta-Turnu Severin,Botosani,812,612,Clear,57.757030793775364,684,3,764
447,Sibiu,Braila,434,732,Fog,881.661395206254,422,27,452
448,Targoviste,Cluj-Napoca,397,739,Snow,349.54166495511316,763,17,399
449,Baia Mare,Sibiu,306,1157,Snow,371.878510246516,15,36,326
450,Satu Mare,Timisoara,309,1044,Rain,221.2889202348821,521,18,319
451,Pitesti,Bucuresti,118,624,Snow,151.2098874671014,759,9,146
452,Ramnicu Valcea,Ploiesti,186,429,Clear,302.902584988614,340,26,200
453,Bucuresti,Constanta,229,1317,Rain,21.529529548552805,194,31,238
454,Ploiesti,Vaslui,316,1393,Clear,604.6156821847558,737,39,318
455,Brasov,Resita,420,73,Snow,291.6205612900085,939,26,406
456,Drobeta-Turnu Severin,Bucuresti,343,945,Snow,25.823451118205163,719,12,348
457,Timisoara,Bucuresti,537,1368,Snow,627.1560303480569,242,40,533
458,Hunedoara,Galati,532,1172,Clear,900.9364456737777,745,12,532
459,Oradea,Resita,271,377,Clear,383.0056428780937,548,1,284
460,Drobeta-Turnu Severin,Botosani,812,978,Fog,539.5938728946506,165,13,796
461,Braila,Brasov,297,987,Rain,688.9462920765114,575,34,308
462,Pitesti,Satu Mare,501,1434,Snow,974.6346840146797,257,37,517
463,Cluj-Napoca,Tulcea,757,719,Fog,28.78105140967291,62,18,732
464,Pitesti,Buzau,237,76,Snow,154.35963780242145,582,39,238
465,Pitesti,Constanta,345,84,Rain,941.8581580182631,686,27,355
466,Targu Mures,Satu Mare,281,1316,Rain,633.6258440757903,689,40,291
467,Arad,Botosani,679,880,Rain,38.46011789647663,645,35,632
468,Suceava,Botosani,42,1231,Snow,487.48114945383946,94,5,106
469,Timisoara,Resita,98,890,Rain,95.63601267621313,43,25,129
470,Arad,Drobeta-Turnu Severin,262,1213,Fog,722.972640121005,926,28,287
471,Braila,Deva,563,1215,Rain,770.4461854537087,237,22,563
472,Vaslui,Barlad,53,678,Rain,835.2448694888643,84,29,105
473,Botosani,Craiova,704,1221,Snow,634.8616439185802,640,3,698
474,Arad,Timisoara,60,857,Rain,899.6508061906106,934,37,95
475,Drobeta-Turnu Severin,Botosani,812,999,Rain,712.5038894806465,698,28,778
476,Vaslui,Roman,83,1034,Clear,224.503863191028,789,26,99
477,Constanta,Ramnicu Valcea,404,328,Clear,131.87086428842986,707,33,378
478,Braila,Alba Iulia,514,1058,Clear,397.26069404743413,55,21,511
479,Ramnicu Valcea,Satu Mare,447,390,Snow,669.7857130161943,456,16,457
480,Baia Mare,Craiova,542,705,Snow,477.1346924629327,93,7,553
481,Braila,Buzau,103,1369,Clear,78.60945011786524,293,37,118
482,Buzau,Constanta,232,1407,Fog,486.2328666913781,125,6,281
483,Brasov,Braila,297,770,Snow,735.7057393799759,732,12,324
484,Cluj-Napoca,Hunedoara,177,87,Fog,421.1377964022864,262,3,221
485,Bacau,Hunedoara,456,1363,Rain,359.1787000786995,890,1,456
486,Constanta,Roman,434,5,Fog,414.08823448312916,754,40,422
487,Ramnicu Valcea,Vaslui,521,1019,Clear,738.5720828668085,234,5,530
488,Vaslui,Sibiu,435,1295,Snow,783.662056253455,529,20,457
489,Satu Mare,Cluj-Napoca,176,312,Fog,948.9419794633817,471,16,224
490,Oradea,Galati,650,491,Clear,724.8078698862904,789,17,623
491,Pitesti,Buzau,237,894,Rain,461.15855758932366,994,24,251
492,Slatina,Galati,418,2,Rain,646.8490075397917,816,28,410
493,Bacau,Sibiu,319,104,Snow,531.1949310445184,472,38,324
494,Constanta,Cluj-Napoca,687,1135,Clear,72.63554479047029,611,26,643
495,Alba Iulia,Roman,365,1201,Snow,796.2687201888043,417,40,382
496,Cluj-Napoca,Braila,514,141,Clear,110.35093092212323,337,16,494
497,Timisoara,Resita,98,1152,Fog,862.9797393191221,101,2,176
498,Ramnicu Valcea,Slatina,88,1302,Snow,498.379624179388,149,33,134
499,Buzau,Satu Mare,637,777,Clear,807.5697189815593,325,9,632
500,Tulcea,Botosani,420,303,Clear,497.6674941140029,156,1,435
501,Iasi,Deva,518,544,Rain,775.165076149886,932,37,499
502,Baia Mare,Alba Iulia,238,750,Rain,243.69134261141755,790,14,251
503,Resita,Galati,743,4,Clear,872.5936241496748,749,31,703
504,Constanta,Galati,195,311,Fog,293.8231695394604,489,4,229
505,Pitesti,Drobeta-Turnu Severin,234,9,Snow,818.3439191809726,927,8,263
506,Constanta,Buzau,232,419,Rain,684.7099192399742,968,10,254
507,Botosani,Bucuresti,470,1275,Snow,398.786333050843,571,13,480
508,Suceava,Baia Mare,293,1060,Snow,813.4355642552886,259,24,327
509,Craiova,Timisoara,341,866,Fog,253.03749990084913,865,33,341
510,Satu Mare,Arad,255,1311,Fog,475.4595062886855,892,35,273
511,Slatina,Iasi,588,887,Fog,257.7091664107712,530,37,572
512,Baia Mare,Constanta,766,788,Clear,871.6691139385264,992,2,741
513,Resita,Pitesti,395,701,Snow,892.3391039312243,668,20,412
514,Vaslui,Iasi,66,781,Rain,364.9469673323842,151,19,108
515,Brasov,Suceava,338,62,Fog,654.4988371732751,359,12,364
516,Cluj-Napoca,Barlad,438,359,Clear,930.5324240777488,72,18,454
517,Vaslui,Botosani,179,752,Rain,888.1654454796101,966,2,217
518,Timisoara,Craiova,341,404,Snow,444.4655950272164,942,38,339
519,Buzau,Deva,460,644,Fog,542.6765344703509,439,12,473
520,Braila,Targoviste,233,888,Fog,573.0778255226572,277,37,268
521,Constanta,Timisoara,779,12,Clear,230.67962032132627,375,16,730
522,Resita,Targu Mures,353,742,Snow,574.9982385102229,998,10,364
523,Braila,Brasov,297,578,Fog,426.7961760708896,942,33,300
524,Braila,Targu Mures,407,1212,Rain,389.20494171270104,440,28,406
525,Oradea,Satu Mare,140,16,Snow,647.7753484819165,67,7,191
526,Alba Iulia,Ramnicu Valcea,180,221,Clear,988.9910928246674,201,36,213
527,Sibiu,Alba Iulia,68,1138,Clear,399.6500666312873,639,2,106
528,Tulcea,Cluj-Napoca,757,957,Fog,33.578105439045935,916,37,706
529,Satu Mare,Deva,347,567,Snow,455.2477049774998,244,12,368
530,Drobeta-Turnu Severin,Sibiu,319,49,Clear,417.219169236845,611,26,315
531,Bacau,Arad,622,87,Snow,897.0233705753913,125,27,623
532,Vaslui,Ploiesti,316,1436,Rain,190.08265479576448,369,35,321
533,Braila,Resita,723,983,Rain,267.8073272297402,293,33,686
534,Suceava,Resita,610,826,Snow,7.147160213484716,352,28,584
535,Resita,Suceava,610,816,Snow,613.0569257492073,604,8,609
536,Bucuresti,Alba Iulia,347,368,Clear,830.5398726150937,841,31,349
537,Drobeta-Turnu Severin,Iasi,751,1018,Rain,809.1980616125807,644,10,734
538,Targoviste,Hunedoara,349,795,Snow,326.9664986016911,948,16,350
539,Pitesti,Targoviste,72,1334,Rain,665.8161915884923,616,3,128
540,Arad,Focsani,621,1047,Snow,354.944239726246,387,24,610
541,Targoviste,Satu Mare,567,1327,Rain,83.63481459939071,352,16,553
542,Tulcea,Focsani,187,1092,Snow,283.4764892903525,484,4,223
543,Ploiesti,Braila,194,774,Snow,19.979534622030613,572,32,205
544,Satu Mare,Braila,679,700,Snow,455.36086734231384,697,33,650
545,Bucuresti,Sibiu,268,861,Fog,491.896928217462,328,35,291
546,Galati,Targoviste,253,3,Rain,283.2996026841521,653,29,255
547,Hunedoara,Botosani,505,1314,Snow,17.145608328256845,435,23,492
548,Roman,Hunedoara,439,453,Fog,90.45032698282185,40,7,455
549,Botosani,Targu Mures,321,1041,Snow,849.9919598566494,215,25,355
550,Targoviste,Vaslui,358,432,Fog,406.8193390200493,614,8,377
551,Baia Mare,Bacau,413,14,Fog,718.1570703957211,796,5,429
552,Satu Mare,Braila,679,110,Snow,763.9290151065912,399,25,667
553,Targoviste,Iasi,420,421,Fog,135.00706576863786,274,32,419
554,Cluj-Napoca,Resita,324,21,Fog,494.5780370860893,816,32,329
555,Oradea,Satu Mare,140,430,Fog,452.7754783436074,113,32,183
556,Tulcea,Focsani,187,255,Fog,244.40209876129336,537,25,209
557,Pitesti,Roman,472,674,Snow,916.6353732843089,304,9,496
558,Cluj-Napoca,Resita,324,801,Clear,915.4540775289609,757,31,336
559,Suceava,Baia Mare,293,527,Fog,174.5039959072602,685,12,311
560,Ramnicu Valcea,Barlad,465,485,Snow,665.5404943973778,125,8,486
561,Craiova,Baia Mare,542,1045,Fog,51.07427351210436,180,26,534
562,Constanta,Tulcea,132,249,Clear,25.210200172837595,245,19,145
563,Buzau,Vaslui,226,874,Clear,135.6150486946467,520,21,234
564,Vaslui,Buzau,226,269,Fog,410.0608876181315,72,20,261
565,Bucuresti,Botosani,470,1332,Rain,22.105212176624534,992,18,449
566,Ploiesti,Deva,379,261,Clear,656.1911862997528,284,1,394
567,Bucuresti,Iasi,409,182,Snow,473.50779704778176,826,13,409
568,Sibiu,Alba Iulia,68,772,Fog,122.0673015181819,920,29,92
569,Ploiesti,Sibiu,249,1170,Fog,217.3908996544095,377,18,275
570,Bacau,Ploiesti,283,1204,Rain,741.1245498082005,674,23,301
571,Alba Iulia,Constanta,573,755,Clear,416.12167343966246,27,20,564
572,Brasov,Oradea,416,318,Clear,440.92793323580935,235,32,408
573,Alba Iulia,Craiova,308,778,Snow,934.9560781281876,334,21,345
574,Vaslui,Pitesti,462,1012,Rain,777.9087864357016,888,7,466
575,Oradea,Cluj-Napoca,159,834,Fog,199.23416178701336,816,29,181
576,Resita,Iasi,665,697,Rain,286.03722679006785,787,7,637
577,Focsani,Resita,594,746,Clear,93.80384621667892,733,39,544
578,Buzau,Timisoara,602,1149,Fog,768.7316271085075,72,34,608
579,Cluj-Napoca,Oradea,159,1379,Clear,298.03835074522476,651,37,167
580,Constanta,Satu Mare,843,1358,Rain,459.00791142157493,859,8,805
581,Sibiu,Craiova,229,899,Fog,215.18473281692175,147,19,260
582,Bacau,Braila,197,1266,Clear,939.7113236280535,696,39,219
583,Focsani,Craiova,438,329,Rain,193.23946998033236,804,29,417
584,Drobeta-Turnu Severin,Cluj-Napoca,374,27,Rain,717.5413787986699,780,17,377
585,Timisoara,Targu Mures,346,81,Fog,909.7990784228406,797,32,361
586,Barlad,Craiova,522,93,Fog,214.1636800415634,627,17,506
587,Vaslui,Oradea,570,1154,Fog,527.8930904093805,196,33,570
588,Craiova,Targoviste,188,912,Rain,57.50245252812303,878,17,199
589,Alba Iulia,Sibiu,68,776,Clear,927.8697036950274,120,18,126
590,Botosani,Cluj-Napoca,343,773,Fog,358.5181410389421,812,4,361
591,Arad,Timisoara,60,151,Snow,201.4199434048737,898,10,91
592,Hunedoara,Focsani,447,492,Snow,338.6516730239062,338,35,447
593,Vaslui,Deva,522,51,Clear,89.67213541453933,89,33,493
594,Buzau,Drobeta-Turnu Severin,461,332,Fog,695.9212077569049,106,39,472
595,Resita,Ramnicu Valcea,298,844,Fog,924.3128400005332,33,36,335
596,Constanta,Vaslui,361,1217,Snow,725.8243623461524,741,6,389
597,Cluj-Napoca,Hunedoara,177,928,Fog,288.29561297737325,461,11,213
598,Pitesti,Timisoara,423,873,Snow,673.6698269550408,657,1,446
599,Botosani,Ramnicu Valcea,645,1172,Snow,250.65821140390054,739,30,619
600,Satu Mare,Bacau,472,1381,Clear,275.2645818594348,967,39,443
601,Targoviste,Pitesti,72,357,Fog,997.4670800051109,294,33,133
602,Ramnicu Valcea,Galati,416,920,Clear,963.1791735894923,294,38,426
603,Cluj-Napoca,Targu Mures,112,336,Fog,428.8615517125868,801,21,144
604,Braila,Ramnicu Valcea,395,616,Snow,223.8413736624263,17,18,408
605,Resita,Targu Mures,353,773,Fog,429.08390121637706,785,6,377
606,Ramnicu Valcea,Satu Mare,447,1063,Rain,805.8009967704834,593,13,461
607,Alba Iulia,Focsani,398,108,Snow,297.4020913437041,632,8,403
608,Deva,Vaslui,522,1019,Rain,320.38094788055037,269,32,509
609,Slatina,Baia Mare,500,157,Fog,347.22798301421966,977,9,494
610,Iasi,Ramnicu Valcea,585,755,Snow,171.8389876478258,4,36,565
611,Arad,Alba Iulia,253,337,Clear,151.8444412889196,521,23,254
612,Timisoara,Resita,98,477,Clear,735.4485183982216,555,26,124
613,Vaslui,Targoviste,358,531,Snow,19.737333318439187,818,22,349
614,Focsani,Satu Mare,591,1121,Rain,128.31407731123713,757,30,559
615,Bacau,Pitesti,429,81,Clear,379.36093332057783,163,39,412
616,Constanta,Hunedoara,622,1077,Rain,6.559357335072735,315,40,585
617,Roman,Ramnicu Valcea,531,1385,Snow,722.482234578585,545,32,531
618,Botosani,Craiova,704,850,Fog,465.61798053256564,670,40,674
619,Sibiu,Barlad,379,1220,Clear,969.5958469291168,745,33,389
620,Iasi,Alba Iulia,443,942,Clear,59.046025676889215,376,33,423
621,Roman,Resita,587,308,Clear,778.4676975386473,593,33,565
622,Deva,Bucuresti,396,563,Fog,981.9980953458065,935,33,405
623,Vaslui,Cluj-Napoca,427,893,Snow,345.7891793784704,717,8,433
624,Botosani,Braila,355,316,Fog,3.419265343405309,972,16,352
625,Focsani,Botosani,265,427,Clear,942.4317963013377,964,18,284
626,Sibiu,Drobeta-Turnu Severin,319,855,Clear,596.2735131105153,267,22,334
627,Constanta,Braila,202,449,Clear,8.786300202076603,628,33,195
628,Arad,Pitesti,456,145,Snow,309.11559810001955,779,39,435
629,Brasov,Targu Mures,170,893,Clear,475.5796926877274,820,9,192
630,Craiova,Vaslui,578,1235,Rain,387.1818749201217,465,19,562
631,Timisoara,Oradea,171,257,Rain,894.7811291689919,52,34,205
632,Braila,Timisoara,705,644,Clear,716.9643314486092,212,2,694
633,Suceava,Oradea,454,720,Clear,141.4623870618369,202,24,446
634,Resita,Suceava,610,171,Rain,234.5831721296775,495,29,574
635,Brasov,Satu Mare,441,1361,Clear,388.4658069280594,338,28,437
636,Iasi,Constanta,416,763,Snow,974.7351905488739,909,34,421
637,Vaslui,Timisoara,661,1068,Snow,539.8273224908177,74,2,662
638,Focsani,Tulcea,187,657,Snow,611.1784433087887,423,22,222
639,Pitesti,Iasi,526,1084,Snow,87.3481873979316,745,16,512
640,Satu Mare,Botosani,395,1214,Fog,377.97056217504144,910,19,400
641,Bucuresti,Barlad,289,27,Rain,429.28656648077066,617,3,304
642,Iasi,Drobeta-Turnu Severin,751,709,Fog,12.020969693175342,340,16,722
643,Cluj-Napoca,Bacau,362,1323,Clear,894.0613594100735,502,11,388
644,Ramnicu Valcea,Deva,230,981,Clear,583.6728823060392,499,8,257
645,Sibiu,Brasov,144,1035,Rain,493.8866296970018,225,31,175
646,Galati,Cluj-Napoca,510,858,Clear,713.8384699948429,489,5,513
647,Constanta,Tulcea,132,1156,Snow,227.49958671556757,771,10,165
648,Vaslui,Bucuresti,344,1270,Clear,859.827062036391,471,19,366
649,Timisoara,Sibiu,268,1290,Snow,959.6289373205822,195,11,316
650,Braila,Galati,20,136,Snow,902.6688423641474,145,10,86
651,Deva,Oradea,192,894,Snow,933.4953783891308,307,40,234
652,Baia Mare,Resita,460,649,Fog,695.9123245209177,466,2,483
653,Hunedoara,Constanta,622,442,Rain,151.22549722083855,253,32,594
654,Cluj-Napoca,Constanta,687,1352,Snow,731.3310888168638,914,1,685
655,Iasi,Slatina,588,1067,Snow,908.3116705021398,284,9,601
656,Vaslui,Cluj-Napoca,427,983,Clear,600.8298455224723,64,18,440
657,Bucuresti,Craiova,234,804,Snow,117.9724444193554,586,22,247
658,Baia Mare,Barlad,482,784,Clear,919.1853278078173,882,3,484
659,Ramnicu Valcea,Craiova,129,1343,Rain,588.1861742076295,538,18,169
660,Braila,Deva,563,805,Snow,649.4101881186139,202,34,558
661,Suceava,Vaslui,188,1226,Fog,145.4161357506192,513,11,222
662,Alba Iulia,Targoviste,300,845,Fog,766.8689134565602,448,36,329
663,Barlad,Alba Iulia,455,297,Clear,869.7449380110655,908,12,452
664,Focsani,Sibiu,318,785,Fog,337.94105241225014,181,4,354
665,Roman,Focsani,151,550,Snow,999.4384749509519,471,10,204
666,Oradea,Galati,650,964,Fog,419.48797967860116,583,34,626
667,Galati,Resita,743,1059,Snow,40.40008809548878,628,35,696
668,Braila,Constanta,202,835,Fog,898.0296763461804,573,3,258
669,Ploiesti,Tulcea,365,1211,Fog,589.9612863331191,595,20,387
670,Resita,Satu Mare,411,125,Fog,921.9960289855984,846,18,429
671,Ploiesti,Braila,194,651,Rain,952.8712461312452,320,33,230
672,Craiova,Tulcea,548,445,Fog,452.7211661226157,444,30,543
673,Iasi,Ploiesti,376,422,Rain,273.85831402039196,560,30,368
674,Focsani,Targu Mures,318,359,Fog,836.6674153982719,667,22,342
675,Bucuresti,Iasi,409,1160,Rain,331.15222158358216,931,39,394
676,Targu Mures,Baia Mare,195,1164,Snow,20.682911420955683,822,32,205
677,Targu Mures,Resita,353,847,Rain,61.48693119867432,659,11,356
678,Baia Mare,Focsani,495,1265,Rain,82.20801286918122,882,30,467
679,Suceava,Targu Mures,279,430,Snow,852.0444777803943,385,40,305
680,Bucuresti,Deva,396,743,Fog,385.9516736876576,679,11,407
681,Cluj-Napoca,Craiova,404,13,Fog,532.7856393890958,537,8,421
682,Buzau,Vaslui,226,1211,Clear,322.8809329645369,914,36,224
683,Buzau,Brasov,194,1429,Fog,115.56387762730247,901,1,227
684,Vaslui,Roman,83,812,Rain,604.7870464526468,912,29,107
685,Timisoara,Ploiesti,519,57,Snow,970.0853890763026,566,18,526
686,Hunedoara,Botosani,505,826,Snow,577.9308567746926,888,8,508
687,Satu Mare,Botosani,395,1061,Snow,127.71508020590827,830,28,384
688,Iasi,Resita,665,366,Rain,96.63374814053438,460,14,633
689,Constanta,Barlad,309,296,Snow,673.0350797938223,373,9,337
690,Galati,Constanta,195,214,Snow,931.5920172532562,220,39,232
691,Roman,Tulcea,300,1113,Fog,742.2625786669689,747,38,323
692,Iasi,Targu Mures,316,1164,Rain,477.70699841232033,663,8,336
693,Tulcea,Iasi,307,898,Rain,522.1933480172762,501,5,332
694,Oradea,Roman,488,219,Rain,447.0265056455155,874,18,474
695,Hunedoara,Deva,16,563,Fog,296.96232081023544,629,2,70
696,Galati,Targoviste,253,704,Clear,155.935089771736,53,30,260
697,Timisoara,Ramnicu Valcea,369,943,Fog,635.2699941422619,643,15,394
698,Iasi,Deva,518,1374,Fog,776.9185562045925,57,26,541
699,Alba Iulia,Slatina,263,206,Snow,949.0393767859697,443,11,304
700,Bacau,Slatina,489,1352,Clear,864.7357506295207,851,34,479
701,Brasov,Targoviste,107,1198,Rain,803.9025652264122,489,24,155
702,Slatina,Cluj-Napoca,364,88,Clear,577.1952777096495,708,20,360
703,Slatina,Targoviste,133,299,Rain,51.89723768840071,357,18,150
704,Braila,Ramnicu Valcea,395,537,Fog,103.83173606899754,954,30,379
705,Pitesti,Resita,395,253,Clear,994.5854618750708,920,15,400
706,Constanta,Alba Iulia,573,165,Snow,547.0497405688934,994,19,556
707,Hunedoara,Braila,563,1113,Rain,644.4550378209876,190,35,556
